id,Response
381110,0.0007150193617258789
381111,0.3421413644299009
381112,0.2923109913097279
381113,0.00512962785665272
381114,0.0007471651293003718
381115,0.000577275450585889
381116,0.0009247134217814561
381117,0.0005864981797785627
381118,0.3783692463339932
381119,0.0020036172105039247
381120,0.0008055622605285372
381121,0.21282986517481278
381122,0.0006573034637773291
381123,0.3209268858585148
381124,0.16764865889640437
381125,0.0008040755925482683
381126,0.12368200247970405
381127,0.2992266460427138
381128,0.0007132218447564382
381129,0.0010530178523682392
381130,0.0006207016847681913
381131,0.0005819339257748661
381132,0.06719250551146548
381133,0.2966190842769448
381134,0.21276928063235104
381135,0.0005477848689687802
381136,0.0005171772674738299
381137,0.0012193119736742704
381138,0.001191028866833111
381139,0.0008070072493483449
381140,0.10553566950703444
381141,0.0009656182261137917
381142,0.0005600545239760922
381143,0.0006695898144784423
381144,0.09232774668015323
381145,0.3143042540079551
381146,0.0004941683686869001
381147,0.034855931036127115
381148,0.0006646237284564383
381149,0.0007237011766320099
381150,0.2935102385017652
381151,0.3276954726012492
381152,0.0008979053276048594
381153,0.3200804519697615
381154,0.3677613251301506
381155,0.363005255590895
381156,0.0006199957346135697
381157,0.015882039708610338
381158,0.2813319196923354
381159,0.13711584524248815
381160,0.31570901262352224
381161,0.006645267705811993
381162,0.0005573322514168216
381163,0.30534205490865474
381164,0.0005742971325240953
381165,0.0833287656815327
381166,0.19123203097177888
381167,0.0006060816009135491
381168,0.0006953296442989411
381169,0.030089374746976642
381170,0.0006372564789128766
381171,0.0007247335645187968
381172,0.34961317843546846
381173,0.10639610093004073
381174,0.0006102189168291167
381175,0.0006898865965664326
381176,0.0006049238756713395
381177,0.3375250031499294
381178,0.23681865091755136
381179,0.0012941563339360427
381180,0.015299613090090727
381181,0.0005165006285364541
381182,0.26611245857131577
381183,0.0005580837771792667
381184,0.0037237575695468405
381185,0.0005602982982659753
381186,0.3871936394954717
381187,0.4913507604356667
381188,0.1997686108457819
381189,0.08355115441025732
381190,0.0006834466777872908
381191,0.1849289586623189
381192,0.10905962768188135
381193,0.011458827574323465
381194,0.24216543244955496
381195,0.055978403556724676
381196,0.0010229295286721366
381197,0.02639493850155349
381198,0.16749334458264914
381199,0.4211816593163136
381200,0.0007359481294817912
381201,0.0009335847920692741
381202,0.2973391946396315
381203,0.45290629938178983
381204,0.07978670325809717
381205,0.0005349204713938948
381206,0.06356125673803964
381207,0.0006035657589087207
381208,0.024190760782687802
381209,0.000572903446396384
381210,0.18076445979669295
381211,0.0004884447288246604
381212,0.3378162918132953
381213,0.2519841537308252
381214,0.17969357305910366
381215,0.07310811946998053
381216,0.06797885755877443
381217,0.0012550460088859372
381218,0.33714847062270553
381219,0.1737858111467681
381220,0.003921926231159698
381221,0.2862401942761693
381222,0.0005586140286436359
381223,0.0007380897208699246
381224,0.04825449575918483
381225,0.4461168661098147
381226,0.2740266507567396
381227,0.32888654322470795
381228,0.04933879497746935
381229,0.23976065045799527
381230,0.0008660810821312463
381231,0.0008278659279851808
381232,0.39776165020399223
381233,0.0007122159146133943
381234,0.3115109809345084
381235,0.0006044527084447789
381236,0.12583713405487396
381237,0.0006280272678788269
381238,0.0006386526986777393
381239,0.0005034401404069958
381240,0.0006265517299333453
381241,0.25442231609107385
381242,0.0005942393848561914
381243,0.0007500133693055108
381244,0.11994364598909588
381245,0.000555508495286342
381246,0.30933733638936095
381247,0.4290180321289965
381248,0.0005459125552808591
381249,0.08337310720532898
381250,0.0007606093228389965
381251,0.0013153791395358212
381252,0.0007004603360020685
381253,0.0007886967993785178
381254,0.0005564172950812639
381255,0.22604422191429807
381256,0.33823694295223283
381257,0.0006234771892301193
381258,0.004823527611236176
381259,0.1917819147631902
381260,0.035367220557570724
381261,0.35576971713623873
381262,0.3442768228428394
381263,0.000741559034319201
381264,0.3608646046358661
381265,0.10523181588154795
381266,0.0008473148388308859
381267,0.00047123384579263823
381268,0.0005555431428708266
381269,0.10894681041514614
381270,0.08956442883850765
381271,0.15215329974594646
381272,0.0007146624522649709
381273,0.0005690433096370986
381274,0.0005790882596715673
381275,0.008019845873327177
381276,0.06689520817004142
381277,0.0007877259709146528
381278,0.23455363097724374
381279,0.37865900943099373
381280,0.0005571732523788442
381281,0.10504233482938499
381282,0.0005495892790669851
381283,0.002110879569025277
381284,0.2661936464808116
381285,0.000562335628913445
381286,0.0006011293024201972
381287,0.0057208777585342485
381288,0.22682905780471666
381289,0.2931390327243942
381290,0.32524596156762686
381291,0.12647392199329405
381292,0.18935697119503886
381293,0.0005112228029859596
381294,0.060185345224799736
381295,0.0006147377681504825
381296,0.3879453626521964
381297,0.0005598963775577272
381298,0.0005327930281806551
381299,0.0006011548488875732
381300,0.02476172823289404
381301,0.1299220448924843
381302,0.0005255752821940532
381303,0.000490905931487743
381304,0.0006096568030824343
381305,0.03604316790526471
381306,0.3087814236171862
381307,0.0005494832379630431
381308,0.2977578118532851
381309,0.0005700256755947138
381310,0.41543538169664423
381311,0.0005886701899637805
381312,0.0006089304959827629
381313,0.3582007340889982
381314,0.012466020850193443
381315,0.0005511402157347604
381316,0.37466055273246357
381317,0.01815841800212141
381318,0.27333016644700886
381319,0.0007739130651645712
381320,0.1300380398654123
381321,0.2795698531588406
381322,0.13166329754632453
381323,0.013195771868440988
381324,0.0005555068225163285
381325,0.21226111098913125
381326,0.0007292983573521075
381327,0.13288199147695515
381328,0.0007604793522026547
381329,0.1271076054438415
381330,0.0008574203092030817
381331,0.252004713106856
381332,0.0006667663844894966
381333,0.0006274000328348921
381334,0.0006723310738868742
381335,0.0005862944729385182
381336,0.0007207334225471384
381337,0.0006146053396738057
381338,0.23536297167140863
381339,0.039371690767302084
381340,0.0010371241574095324
381341,0.0006588549299643266
381342,0.0006257297167181911
381343,0.0005657231014595707
381344,0.36501673160404735
381345,0.000561341388680604
381346,0.029644536630466754
381347,0.2549587080726167
381348,0.0020041046981644976
381349,0.0004972115922495005
381350,0.0006225580252862566
381351,0.30436044903626763
381352,0.0005990483306933875
381353,0.20636376825811065
381354,0.0006045364809356203
381355,0.0007536319249754446
381356,0.0005988657970844053
381357,0.0005629817039312809
381358,0.0008367716026115193
381359,0.23338124037097982
381360,0.1629525618698836
381361,0.0005917569156925064
381362,0.0357811482457067
381363,0.023583109394921673
381364,0.0005922440527459707
381365,0.37698680340676005
381366,0.31088444197092574
381367,0.17318932766747044
